train_losses,test_losses,test_acc
1.799070219116211,1.5221603206634522,0.4386
1.421567419242859,1.3655783590316772,0.5026
1.2777950328063965,1.2827050186157227,0.5349
1.174006893119812,1.2264963626861571,0.5567
1.0878948554992676,1.1647739866256714,0.5832
1.0148678498840331,1.1565838766098022,0.5911
0.9454978170394898,1.1230973537445068,0.6032
0.8804276561737061,1.1091548862457274,0.61
0.8203302430343627,1.0928004512786864,0.6176
0.7576028142929078,1.1193489334106446,0.6077
0.701792935218811,1.0911436891555786,0.6276
0.6440596143722535,1.113772052192688,0.6226
0.5940331219100952,1.1294100036621093,0.6186
0.538008441696167,1.132167174911499,0.6288
0.4810703194999695,1.1685026691436768,0.6267
0.43566769678115846,1.1936049055099487,0.6309
0.3827103867816925,1.230604088783264,0.6273
0.3391687522506714,1.2693016651153564,0.6271
0.3003733220863342,1.2972055419921875,0.636
0.25698604888916016,1.3414075939178467,0.6321
0.22943890862464905,1.3880070672988891,0.62
0.1956407908964157,1.423413868522644,0.627
0.16416112495899202,1.4703685609817505,0.6253
0.14080660800457,1.543005366897583,0.6193
0.12186188529968262,1.5476186782836914,0.6287
0.10236431439876556,1.602962947654724,0.6266
0.08878931416511536,1.6160588706970216,0.6323
0.08085489228248596,1.6496400812149048,0.6338
0.06959955497503281,1.689934148979187,0.6336
0.05289046032428742,1.744903031539917,0.6301
0.048782363901138305,1.7722676132202149,0.6323
0.04921568911314011,1.7802761777877807,0.6293
0.036067751336097714,1.8068407054901123,0.6331
0.03659786620736122,1.8373923272132873,0.637
0.02980750944852829,1.8655313791275023,0.6367
0.024906943411827087,1.8789715095520019,0.6369
0.02016093893289566,1.924101788520813,0.6302
0.019326093344092368,1.951844562292099,0.6368
0.014737637641429902,1.9303723011016847,0.6354
0.013087455472946166,1.966879242515564,0.6314
0.010923772228956222,1.977327579689026,0.6342
0.01112701861858368,2.0178580265045167,0.6349
0.01432896315932274,2.003356067085266,0.6361
0.011549217516183853,2.0318527017593384,0.6316
0.010783556516766548,2.052297032022476,0.6351
0.010726979097127914,2.0724227069854737,0.6353
0.00949679030060768,2.064834361934662,0.6372
0.007872086499929428,2.086916926288605,0.6383
0.00831273599743843,2.1024408185958863,0.6388
0.005534728991985321,2.1062414407253267,0.6343
0.004443910684585571,2.1005441862106324,0.641
0.0063543201208114625,2.1111965185165404,0.6388
0.004372528865337372,2.0899767426490783,0.6416
0.004011516309380531,2.1318441643714903,0.6395
0.004470715788602829,2.116070048904419,0.637
0.007087118080854416,2.1263472153663634,0.6381
0.006078112180233001,2.170602878475189,0.6388
0.004197554766833782,2.179636070084572,0.6358
0.004076352373957634,2.200788562488556,0.6346
0.0035108916956186295,2.1979009964466094,0.6386
0.0023900271910429,2.182794667363167,0.6386
0.0021946351984143257,2.192493266582489,0.6447
0.009140169810056687,2.2440289979934693,0.6376
0.011243942021131515,2.2683589292526247,0.628
0.011791256929636002,2.2300356644630432,0.6379
0.011374019147157669,2.2716054899215696,0.6326
0.009886408838033676,2.251013034248352,0.6345
0.009004892694950103,2.2729635655879976,0.6305
0.006493445764183998,2.2513729758262633,0.6385
0.005411376370787621,2.209301851940155,0.6459
0.0055086020267009735,2.2925364503860473,0.638
0.007123394325375557,2.2881067966461184,0.6342
0.004367225268781185,2.301003805279732,0.6378
0.004228707466721535,2.290440134239197,0.6403
0.0042700269296765325,2.297368612909317,0.6356
0.0033413962116837503,2.332598300933838,0.636
0.003561858768761158,2.3261259400367735,0.6385
0.002513633752465248,2.2900461007118227,0.6418
0.0023201584795117377,2.302034488105774,0.6415
0.0028079128040373325,2.324386561203003,0.6381
0.003348747750073671,2.341932729780674,0.6326
0.00226520474717021,2.3213981348991393,0.6423
0.002445859014391899,2.335824589943886,0.633
0.001671804947555065,2.3408593163490297,0.6363
0.0023112336537241935,2.3548399673223495,0.6396
0.001758209467381239,2.350457819056511,0.6392
0.002049023875147104,2.3713101464271547,0.636
0.0019484535644948482,2.3301241668224333,0.6445
0.0016521828766167164,2.3830040511369703,0.6371
0.0015396357780694961,2.361255508887768,0.6414
0.002090856928527355,2.3327078322172166,0.6464
0.0016521522475779057,2.3760794593811037,0.6446
0.004482993017137051,2.392268094062805,0.6402
0.00537601536244154,2.4257913949012755,0.6323
0.004125622559189797,2.3964013659477232,0.6347
0.004137951872050762,2.4105862939834597,0.6361
0.009505410344004631,2.4230519369125365,0.6354
0.010540977373719215,2.4244256664276125,0.6342
0.011428710470795632,2.3942822675704956,0.6323
0.012791458081007004,2.453085318183899,0.6282
